name	pfam_id	chrom	chromStart	chromEnd	all_cosmic	pval
ApoL	PF05461	chr22	36657686	36662059	16	0.00823877791258101
ApoL	PF05461	chr22	36661252	36662059	16	0.00823877791258101
Myosin_tail_1	PF01576	chr22	36678826	36692964	69	0.000393708410902564
IQ	PF00612	chr22	36698711	36700092	34	0.00823877791258101
Myosin_head	PF00063	chr22	36721161	36745034	66	2.27964843259768e-06
Myosin_N	PF02736	chr22	36745067	36745196	7	0.0172418496560161
Thioredoxin	PF00085	chr22	36863858	36876676	27	9.75580331032108e-05
DAO	PF01266	chr22	36902267	36902375	19	1.82240333218664e-05
eIF-3_zeta	PF05091	chr22	36907561	36922167	13	0.0325964095227795
eIF-3_zeta	PF05091	chr22	36907561	36920656	13	0.0325964095227795
eIF-3_zeta	PF05091	chr22	36907561	36921719	13	0.0325964095227795
eIF-3_zeta	PF05091	chr22	36907561	36916680	13	0.0325964095227795
eIF-3_zeta	PF05091	chr22	36921719	36922167	13	0.0325964095227795
Ras	PF00071	chr22	37154395	37171732	30319	300
Ras	PF00071	chr22	37154395	37160055	30319	300
Miro	PF08477	chr22	37159030	37171732	10	9.75580331032108e-05
Miro	PF08477	chr22	37159030	37171732	10	9.75580331032108e-05
Ras	PF00071	chr22	37159977	37171732	30319	300
Miro	PF08477	chr22	37159986	37171732	10	9.75580331032108e-05
PX	PF00787	chr22	37260106	37266523	18	2.27964843259768e-06
SH3_1	PF00018	chr22	37267740	37271749	11	2.27964843259768e-06
SH3_2	PF07653	chr22	37267743	37271749	8	2.27964843259768e-06
PB1	PF00564	chr22	37271776	37273833	9	0.000393708410902564
Rhodanese	PF00581	chr22	37407114	37414283	8	1.82240333218664e-05
Rhodanese	PF00581	chr22	37414361	37414739	8	1.82240333218664e-05
Rhodanese	PF00581	chr22	37420302	37420671	8	1.82240333218664e-05
Rhodanese	PF00581	chr22	37420749	37425508	8	1.82240333218664e-05
Trypsin	PF00089	chr22	37462136	37466662	31	1.43145332025962e-07
Trypsin	PF00089	chr22	37462136	37462996	31	1.43145332025962e-07
Trypsin	PF00089	chr22	37464706	37466662	31	1.43145332025962e-07
Ldl_recept_a	PF00057	chr22	37466955	37467069	142	0.138968050866263
Ldl_recept_a	PF00057	chr22	37469577	37469685	142	0.138968050866263
C1q	PF00386	chr22	37578244	37578631	14	1.82240333218664e-05
Collagen	PF01391	chr22	37578649	37578775	88	2.27964843259768e-06
7tm_1	PF00001	chr22	37602902	37603661	53	1.43145332025962e-07
Ras	PF00071	chr22	37622756	37640175	30319	300
Miro	PF08477	chr22	37627363	37640175	10	9.75580331032108e-05
Sec7	PF01369	chr22	37692041	37705286	13	1.82240333218664e-05
Sec7	PF01369	chr22	37692041	37700213	13	1.82240333218664e-05
Sec7	PF01369	chr22	37692041	37693725	13	1.82240333218664e-05
Sec7	PF01369	chr22	37692044	37705286	13	1.82240333218664e-05
PH	PF00169	chr22	37705334	37709493	284	0.00823877791258101
Fringe	PF02434	chr22	37866065	37876274	11	0.00127894245878223
Fringe	PF02434	chr22	37881959	37882070	11	0.00127894245878223
CARD	PF00619	chr22	37914007	37915125	8	2.27964843259768e-06
PBD	PF00786	chr22	37962465	37962621	10	0.00127894245878223
Gal-bind_lectin	PF00337	chr22	37966277	37967937	14	9.75580331032108e-05
VHS	PF00790	chr22	38014470	38016822	7	2.27964843259768e-06
GAT	PF03127	chr22	38019340	38021068	6	9.75580331032108e-05
GAT	PF03127	chr22	38019340	38025471	6	9.75580331032108e-05
Alpha_adaptinC2	PF02883	chr22	38027097	38028692	10	0.00348887616987592
BAR	PF03114	chr22	38035798	38040952	20	9.75580331032108e-05
BAR	PF03114	chr22	38038546	38040952	20	9.75580331032108e-05
BAR	PF03114	chr22	38038903	38040952	20	9.75580331032108e-05
RhoGAP	PF00620	chr22	38041461	38046163	89	0.000393708410902564
RhoGAP	PF00620	chr22	38041461	38044760	89	0.000393708410902564
Hydrolase	PF00702	chr22	38049826	38061768	33	9.75580331032108e-05
Hydrolase	PF00702	chr22	38054844	38061768	33	9.75580331032108e-05
Gal-bind_lectin	PF00337	chr22	38073008	38075751	14	9.75580331032108e-05
PH	PF00169	chr22	38147791	38151641	284	0.00823877791258101
Linker_histone	PF00538	chr22	38201621	38201843	8	0.00348887616987592
Aminotran_1_2	PF00155	chr22	38204167	38212690	23	1.82240333218664e-05
Aminotran_1_2	PF00155	chr22	38206030	38212690	23	1.82240333218664e-05
7tm_1	PF00001	chr22	38219513	38221244	53	1.43145332025962e-07
Ank	PF00023	chr22	38229062	38229714	55	0.00348887616987592
Ank	PF00023	chr22	38229714	38234557	55	0.00348887616987592
CH	PF00307	chr22	38302436	38308487	24	2.27964843259768e-06
LIM	PF00412	chr22	38315106	38318022	20	2.27964843259768e-06
UPF0193	PF05250	chr22	38340183	38349155	9	0.756222585349092
UPF0193	PF05250	chr22	38340183	38343467	9	0.756222585349092
UPF0193	PF05250	chr22	38349053	38349155	9	0.756222585349092
RNA_pol_Rpb6	PF01192	chr22	38355425	38363663	1	0.000393708410902564
HMG_box	PF00505	chr22	38374053	38379481	10	2.27964843259768e-06
HMG_box	PF00505	chr22	38379361	38379481	10	2.27964843259768e-06
PDZ	PF00595	chr22	38455263	38463735	46	2.27964843259768e-06
Arfaptin	PF06456	chr22	38465039	38470948	13	9.75580331032108e-05
MFS_1	PF07690	chr22	38474696	38478816	33	1.43145332025962e-07
IMD	PF08397	chr22	38485614	38506486	12	0.00348887616987592
Patatin	PF01734	chr22	38511571	38519251	6	9.75580331032108e-05
Ank	PF00023	chr22	38525502	38528869	55	0.00348887616987592
Ank	PF00023	chr22	38528869	38528968	55	0.00348887616987592
Ank	PF00023	chr22	38536031	38536130	55	0.00348887616987592
Ank	PF00023	chr22	38539167	38539269	55	0.00348887616987592
bZIP_Maf	PF03131	chr22	38610454	38610739	111	19.0797564097659
bZIP_Maf	PF03131	chr22	38610478	38610739	111	19.0797564097659
Pkinase	PF00069	chr22	38694933	38710137	283	2.27964843259768e-06
IRK	PF01007	chr22	38823005	38824073	36	0.00127894245878223
ER_lumen_recept	PF00810	chr22	38864239	38878503	5	0.0913798565675432
ER_lumen_recept	PF00810	chr22	38864239	38877472	5	0.0913798565675432
Helicase_C	PF00271	chr22	38884027	38890041	12	1.43145332025962e-07
Helicase_C	PF00271	chr22	38888060	38890041	12	1.43145332025962e-07
DEAD	PF00270	chr22	38890749	38894533	16	1.43145332025962e-07
Rad51	PF08423	chr22	38945930	38962608	8	1.82240333218664e-05
Rad51	PF08423	chr22	38948670	38962608	8	1.82240333218664e-05
HHH	PF00633	chr22	38962608	38962698	4	0.91842793349378
Josephin	PF02099	chr22	39083995	39095919	8	1.82240333218664e-05
GTP_EFTU	PF00009	chr22	39112088	39122096	12	2.27964843259768e-06
GTP_EFTU_D2	PF03144	chr22	39122269	39123257	9	0.00127894245878223
GTP_EFTU_D3	PF03143	chr22	39123272	39125473	10	0.00348887616987592
Sad1_UNC	PF07738	chr22	39132279	39134915	9	0.000393708410902564
Dynein_light	PF01221	chr22	39175455	39178687	3	0.00823877791258101
Pentaxin	PF00354	chr22	39218690	39222665	23	0.0325964095227795
Chromo	PF00385	chr22	39267549	39268164	6	2.27964843259768e-06
APOBEC_N	PF08210	chr22	39353721	39357611	16	0.0172418496560161
APOBEC_N	PF08210	chr22	39355548	39357611	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39357614	39358500	5	0.0913798565675432
APOBEC_C	PF05240	chr22	39357614	39388436	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39380090	39382018	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39382024	39385463	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39385463	39387556	16	0.0172418496560161
APOBEC_N	PF08210	chr22	39385463	39385607	16	0.0172418496560161
APOBEC_N	PF08210	chr22	39385613	39387556	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39387559	39388436	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39411610	39413972	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39413978	39414390	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39418837	39427900	16	0.0172418496560161
APOBEC_N	PF08210	chr22	39418837	39421276	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39421282	39421354	5	0.0913798565675432
APOBEC_C	PF05240	chr22	39421282	39425369	5	0.0913798565675432
APOBEC_C	PF05240	chr22	39421558	39421675	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39425378	39427900	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39427906	39428319	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39438952	39441147	16	0.0172418496560161
APOBEC_N	PF08210	chr22	39438952	39440091	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39441153	39445431	5	0.0913798565675432
APOBEC_C	PF05240	chr22	39441153	39441549	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39445440	39448280	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39448286	39448698	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39474947	39477142	16	0.0172418496560161
APOBEC_N	PF08210	chr22	39476968	39477142	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39477148	39479737	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39479737	39482497	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39482500	39483412	5	0.0913798565675432
APOBEC_N	PF08210	chr22	39496287	39497431	16	0.0172418496560161
APOBEC_C	PF05240	chr22	39497437	39498520	5	0.0913798565675432
APOBEC_C	PF05240	chr22	39497437	39499700	5	0.0913798565675432
APOBEC_C	PF05240	chr22	39497437	39499697	5	0.0913798565675432
Chromo	PF00385	chr22	39534705	39548418	6	2.27964843259768e-06
PDGF	PF00341	chr22	39626148	39627793	8	0.00127894245878223
PDGF_N	PF04692	chr22	39627793	39639907	4	0.0913798565675432
PDGF_N	PF04692	chr22	39627793	39631878	4	0.0913798565675432
Ribosomal_L3	PF00297	chr22	39709640	39714452	11	0.000393708410902564
Ribosomal_L3	PF00297	chr22	39709640	39714452	11	0.000393708410902564
Ribosomal_L3	PF00297	chr22	39709640	39712754	11	0.000393708410902564
Ribosomal_L3	PF00297	chr22	39713463	39714452	11	0.000393708410902564
MARVEL	PF01284	chr22	39746073	39777737	15	1.82240333218664e-05
MARVEL	PF01284	chr22	39746073	39773639	15	1.82240333218664e-05
MARVEL	PF01284	chr22	39770321	39773639	15	1.82240333218664e-05
MARVEL	PF01284	chr22	39772056	39811011	15	1.82240333218664e-05
PP2C	PF00481	chr22	39811539	39822789	16	1.82240333218664e-05
PP2C	PF00481	chr22	39813803	39822789	16	1.82240333218664e-05
Glyco_transf_17	PF04724	chr22	39883803	39884868	26	27.7376084390821
bZIP_1	PF00170	chr22	39918377	39918572	7	1.82240333218664e-05
bZIP_2	PF07716	chr22	39918377	39918542	62	32.0702793854533
Ion_trans	PF00520	chr22	39996525	40042616	103	2.27964843259768e-06
Ion_trans	PF00520	chr22	40054184	40055837	103	2.27964843259768e-06
Ion_trans	PF00520	chr22	40060114	40066139	103	2.27964843259768e-06
Ion_trans	PF00520	chr22	40068225	40075244	103	2.27964843259768e-06
ENTH	PF01417	chr22	40257949	40283712	9	0.00348887616987592
SH2	PF00017	chr22	40297333	40362100	123	0.0325964095227795
SH3_1	PF00018	chr22	40343111	40351907	11	2.27964843259768e-06
SH3_2	PF07653	chr22	40343114	40351907	8	2.27964843259768e-06
SH2	PF00017	chr22	40351913	40362100	123	0.0325964095227795
SH2	PF00017	chr22	40356060	40362100	123	0.0325964095227795
SH2	PF00017	chr22	40356108	40362100	123	0.0325964095227795
SH3_1	PF00018	chr22	40366915	40367080	11	2.27964843259768e-06
SH3_2	PF07653	chr22	40366918	40367080	8	2.27964843259768e-06
DUF1669	PF07894	chr22	40391071	40417409	20	0.0172418496560161
Lyase_1	PF00206	chr22	40756449	40757536	15	0.200926939077681
SH3_1	PF00018	chr22	40803495	40804107	11	2.27964843259768e-06
SH3_2	PF07653	chr22	40803498	40804107	8	2.27964843259768e-06
RUN	PF02759	chr22	40804116	40805512	11	1.82240333218664e-05
RUN	PF02759	chr22	40804338	40805512	11	1.82240333218664e-05
RUN	PF02759	chr22	40804338	40805021	11	1.82240333218664e-05
SAP	PF02037	chr22	40815297	40816422	6	0.000393708410902564
RPEL	PF02755	chr22	40825630	40825708	4	9.75580331032108e-05
RPEL	PF02755	chr22	40825762	40827477	4	9.75580331032108e-05
7tm_1	PF00001	chr22	41077039	41077804	53	1.43145332025962e-07
Mito_carr	PF00153	chr22	41166887	41169944	40	2.27964843259768e-06
Mito_carr	PF00153	chr22	41173236	41188564	40	2.27964843259768e-06
Mito_carr	PF00153	chr22	41173236	41175129	40	2.27964843259768e-06
Mito_carr	PF00153	chr22	41188570	41215230	40	2.27964843259768e-06
Mito_carr	PF00153	chr22	41188570	41190575	40	2.27964843259768e-06
Mito_carr	PF00153	chr22	41195026	41215230	40	2.27964843259768e-06
TPR_1	PF00515	chr22	41231597	41231831	16	1.82240333218664e-05
DnaJ	PF00226	chr22	41257799	41257991	12	1.82240333218664e-05
AMP_N	PF05195	chr22	41277791	41282367	7	1.9763725085362
AMP_N	PF05195	chr22	41277830	41282367	7	1.9763725085362
zf-C3HC4	PF00097	chr22	41360116	41363863	10	1.82240333218664e-05
zf-TAZ	PF02135	chr22	41523578	41525974	13	8.60683860960001
KIX	PF02172	chr22	41533730	41537112	3	0.756222585349092
Bromodomain	PF00439	chr22	41551016	41553344	66	0.00823877791258101
DUF902	PF06001	chr22	41553344	41556671	3	5.97315381342797
ZZ	PF00569	chr22	41572461	41572831	12	0.00348887616987592
zf-TAZ	PF02135	chr22	41572894	41573134	13	8.60683860960001
MBT	PF02820	chr22	41615510	41617223	24	0.0172418496560161
MBT	PF02820	chr22	41620060	41620743	24	0.0172418496560161
MBT	PF02820	chr22	41621013	41622689	24	0.0172418496560161
MBT	PF02820	chr22	41623123	41623819	24	0.0172418496560161
MBT	PF02820	chr22	41623123	41623339	24	0.0172418496560161
LRRNT	PF01462	chr22	41635448	41635538	9	9.75580331032108e-05
RanGAP1_C	PF07834	chr22	41642611	41650361	5	2.7958340057698
TPR_1	PF00515	chr22	41721881	41723270	16	1.82240333218664e-05
zf-CCCH	PF00642	chr22	41751855	41752027	6	1.82240333218664e-05
zf-CCCH	PF00642	chr22	41752790	41753239	6	1.82240333218664e-05
bZIP_1	PF00170	chr22	41790315	41791938	7	1.82240333218664e-05
bZIP_2	PF07716	chr22	41790318	41791908	62	32.0702793854533
PAM2	PF07145	chr22	41832553	41832607	4	0.0913798565675432
PAM2	PF07145	chr22	41832913	41832967	4	0.0913798565675432
BTG	PF07742	chr22	41833003	41833348	19	0.756222585349092
PHF5	PF03660	chr22	41856415	41864656	4	6.80917848308919
Aconitase	PF00330	chr22	41903811	41920877	26	0.0325964095227795
Aconitase_C	PF00694	chr22	41921335	41923955	4	0.00823877791258101
RNA_pol_Rbc25	PF08292	chr22	41925297	41928722	1	0.0172418496560161
RNA_pol_Rbc25	PF08292	chr22	41925297	41936705	1	0.0172418496560161
CSD	PF00313	chr22	41969684	41970750	21	0.278450517967822
PMM	PF03332	chr22	41973341	41982181	8	0.00823877791258101
Ku_N	PF03731	chr22	42024148	42032240	8	0.0172418496560161
Ku_N	PF03731	chr22	42024148	42033791	8	0.0172418496560161
Ku_N	PF03731	chr22	42032117	42033791	8	0.0172418496560161
Ku_N	PF03731	chr22	42032240	42033791	8	0.0172418496560161
Ku	PF02735	chr22	42042907	42053020	6	0.00823877791258101
Ku_C	PF03730	chr22	42053026	42059667	4	0.0565734645986981
SAP	PF02037	chr22	42059706	42059811	6	0.000393708410902564
HLH	PF00010	chr22	42269925	42271395	13	2.27964843259768e-06
Septin	PF00735	chr22	42377810	42392909	14	2.27964843259768e-06
Septin	PF00735	chr22	42377810	42390722	14	2.27964843259768e-06
Septin	PF00735	chr22	42381987	42390722	14	2.27964843259768e-06
Septin	PF00735	chr22	42387586	42392909	14	2.27964843259768e-06
Melibiase	PF02065	chr22	42463260	42464443	4	0.372361329399178
PH	PF00169	chr22	42473349	42473661	284	0.00823877791258101
Complex1_LYR	PF05347	chr22	42482287	42486669	4	0.000393708410902564
p450	PF00067	chr22	42522586	42524922	49	2.27964843259768e-06
p450	PF00067	chr22	42522586	42523909	49	2.27964843259768e-06
p450	PF00067	chr22	42522586	42526693	49	2.27964843259768e-06
p450	PF00067	chr22	42524943	42526693	49	2.27964843259768e-06
p450	PF00067	chr22	42536299	42537609	49	2.27964843259768e-06
p450	PF00067	chr22	42536299	42537295	49	2.27964843259768e-06
p450	PF00067	chr22	42536299	42539491	49	2.27964843259768e-06
p450	PF00067	chr22	42537537	42539491	49	2.27964843259768e-06
RRM_1	PF00076	chr22	42912087	42914045	34	1.43145332025962e-07
Abhydrolase_1	PF00561	chr22	42951240	42954354	15	0.000393708410902564
RRM_1	PF00076	chr22	42981971	42991589	34	1.43145332025962e-07
RRM_1	PF00076	chr22	42983560	42991589	34	1.43145332025962e-07
NAD_binding_1	PF00175	chr22	43015828	43023631	15	0.0172418496560161
FAD_binding_6	PF00970	chr22	43024166	43032743	6	0.000393708410902564
ATP-synt_G	PF04718	chr22	43035979	43036267	2	0.00823877791258101
Gb3_synth	PF04572	chr22	43088897	43089296	5	0.200926939077681
Gly_transf_sug	PF04488	chr22	43089302	43089548	4	0.0565734645986981
ArfGap	PF01412	chr22	43227641	43253160	13	2.27964843259768e-06
ArfGap	PF01412	chr22	43230330	43253160	13	2.27964843259768e-06
ArfGap	PF01412	chr22	43231381	43253160	13	2.27964843259768e-06
SH3_1	PF00018	chr22	43267367	43272205	11	2.27964843259768e-06
SH3_2	PF07653	chr22	43267367	43272202	8	2.27964843259768e-06
FCH	PF00611	chr22	43287092	43308040	5	2.27964843259768e-06
TTL	PF03133	chr22	43442464	43465821	23	1.82240333218664e-05
TTL	PF03133	chr22	43442464	43464575	23	1.82240333218664e-05
TTL	PF03133	chr22	43442464	43442578	23	1.82240333218664e-05
TTL	PF03133	chr22	43442578	43465821	23	1.82240333218664e-05
TspO_MBR	PF03073	chr22	43555257	43558956	9	1.50513648569774
TTL	PF03133	chr22	43564021	43570407	23	1.82240333218664e-05
CUB	PF00431	chr22	43606120	43606237	221	0.00823877791258101
GCC2_GCC3	PF07699	chr22	43606930	43607074	12	0.0565734645986981
GCC2_GCC3	PF07699	chr22	43608439	43608583	12	0.0565734645986981
GCC2_GCC3	PF07699	chr22	43610098	43610242	12	0.0565734645986981
EGF	PF00008	chr22	43623382	43623490	54	0.00127894245878223
EGF_CA	PF07645	chr22	43623412	43623502	110	0.000393708410902564
EGF_CA	PF07645	chr22	43625080	43625194	110	0.000393708410902564
EGF_CA	PF07645	chr22	43627761	43627881	110	0.000393708410902564
EGF	PF00008	chr22	43627761	43627869	54	0.00127894245878223
EGF	PF00008	chr22	43634846	43634954	54	0.00127894245878223
EGF	PF00008	chr22	43654227	43654335	54	0.00127894245878223
EGF	PF00008	chr22	43658728	43658839	54	0.00127894245878223
EGF_CA	PF07645	chr22	43687066	43687186	110	0.000393708410902564
EGF	PF00008	chr22	43687066	43687174	54	0.00127894245878223
EGF_CA	PF07645	chr22	43735112	43735232	110	0.000393708410902564
EGF	PF00008	chr22	43735112	43735220	54	0.00127894245878223
Metallophos	PF00149	chr22	43830997	43901380	19	2.27964843259768e-06
Metallophos	PF00149	chr22	43831060	43901380	19	2.27964843259768e-06
Sulfotransfer_1	PF00685	chr22	44221903	44258129	26	1.82240333218664e-05
Sulfotransfer_1	PF00685	chr22	44221903	44237731	26	1.82240333218664e-05
Sulfotransfer_1	PF00685	chr22	44221903	44229608	26	1.82240333218664e-05
Patatin	PF01734	chr22	44285366	44287726	6	9.75580331032108e-05
Patatin	PF01734	chr22	44287576	44287726	6	9.75580331032108e-05
Patatin	PF01734	chr22	44319819	44328809	6	9.75580331032108e-05
Bac_surface_Ag	PF01103	chr22	44368772	44392258	5	0.372361329399178
Bac_surface_Ag	PF01103	chr22	44369189	44392258	5	0.372361329399178
Bac_surface_Ag	PF01103	chr22	44371932	44392258	5	0.372361329399178
CH	PF00307	chr22	44495992	44528839	24	2.27964843259768e-06
CH	PF00307	chr22	44581741	44586496	24	2.27964843259768e-06
CH	PF00307	chr22	44592082	44602262	24	2.27964843259768e-06
HbrB	PF08539	chr22	45127615	45128137	3	1.82240333218664e-05
RhoGAP	PF00620	chr22	45241180	45258254	89	0.000393708410902564
RhoGAP	PF00620	chr22	45241180	45258254	89	0.000393708410902564
RhoGAP	PF00620	chr22	45241180	45244931	89	0.000393708410902564
PHD	PF00628	chr22	45281817	45283979	9	2.27964843259768e-06
SMC_N	PF02463	chr22	45749934	45809441	54	0.00127894245878223
SMC_hinge	PF06470	chr22	45782769	45789527	7	0.00823877791258101
RIB43A	PF05914	chr22	45809783	45828243	10	0.278450517967822
ANATO	PF01821	chr22	45914588	45918978	3	0.00127894245878223
ANATO	PF01821	chr22	45914588	45921445	3	0.00127894245878223
ANATO	PF01821	chr22	45923739	45923838	3	0.00127894245878223
EGF_CA	PF07645	chr22	45929640	45929775	110	0.000393708410902564
EGF_CA	PF07645	chr22	45931079	45931214	110	0.000393708410902564
EGF_CA	PF07645	chr22	45937108	45937249	110	0.000393708410902564
EGF_CA	PF07645	chr22	45938034	45938133	110	0.000393708410902564
EGF	PF00008	chr22	45938046	45938160	54	0.00127894245878223
EGF_CA	PF07645	chr22	45939280	45939403	110	0.000393708410902564
EGF	PF00008	chr22	45939292	45939403	54	0.00127894245878223
EGF_CA	PF07645	chr22	45942964	45943081	110	0.000393708410902564
EGF_CA	PF07645	chr22	45944492	45944621	110	0.000393708410902564
EGF	PF00008	chr22	45944504	45944621	54	0.00127894245878223
EGF_CA	PF07645	chr22	45946371	45958814	110	0.000393708410902564
EGF_CA	PF07645	chr22	45946371	45946482	110	0.000393708410902564
wnt	PF00110	chr22	46318737	46345988	24	1.82240333218664e-05
zf-C4	PF00105	chr22	46611159	46615723	15	1.82240333218664e-05
Hormone_recep	PF00104	chr22	46627818	46631260	23	2.27964843259768e-06
PKD_channel	PF08016	chr22	46652684	46653977	27	0.00348887616987592
PLAT	PF01477	chr22	46655189	46655531	54	0.00823877791258101
REJ	PF02010	chr22	46656866	46658501	44	0.0325964095227795
tRNA_Me_trans	PF03054	chr22	46731674	46749774	2	0.000393708410902564
tRNA_Me_trans	PF03054	chr22	46731674	46752787	2	0.000393708410902564
tRNA_Me_trans	PF03054	chr22	46731674	46752753	2	0.000393708410902564
tRNA_Me_trans	PF03054	chr22	46742318	46752787	2	0.000393708410902564
tRNA_Me_trans	PF03054	chr22	46746247	46752787	2	0.000393708410902564
tRNA_Me_trans	PF03054	chr22	46746247	46752753	2	0.000393708410902564
tRNA_Me_trans	PF03054	chr22	46748021	46752787	2	0.000393708410902564
7tm_2	PF00002	chr22	46762969	46773148	29	2.27964843259768e-06
7tm_2	PF00002	chr22	46766131	46773148	29	2.27964843259768e-06
GPS	PF01825	chr22	46774489	46776721	9	1.82240333218664e-05
HRM	PF02793	chr22	46786305	46787178	15	0.000393708410902564
Laminin_EGF	PF00053	chr22	46787568	46787670	74	0.00127894245878223
EGF	PF00008	chr22	46792508	46792613	54	0.00127894245878223
Laminin_G_2	PF02210	chr22	46793723	46804963	98	0.000393708410902564
Laminin_G_2	PF02210	chr22	46793723	46804963	98	0.000393708410902564
EGF	PF00008	chr22	46805657	46805753	54	0.00127894245878223
Laminin_G_1	PF00054	chr22	46806330	46807520	43	0.278450517967822
Laminin_G_2	PF02210	chr22	46806339	46832184	98	0.000393708410902564
Laminin_G_1	PF00054	chr22	46829303	46832184	43	0.278450517967822
EGF	PF00008	chr22	46835170	46835272	54	0.00127894245878223
EGF	PF00008	chr22	46835296	46859687	54	0.00127894245878223
EGF	PF00008	chr22	46859705	46859867	54	0.00127894245878223
Cadherin	PF00028	chr22	46929790	46930057	189	1.82240333218664e-05
Cadherin	PF00028	chr22	46930096	46930378	189	1.82240333218664e-05
Cadherin	PF00028	chr22	46930417	46930687	189	1.82240333218664e-05
Cadherin	PF00028	chr22	46930726	46930993	189	1.82240333218664e-05
Cadherin	PF00028	chr22	46931032	46931359	189	1.82240333218664e-05
Cadherin	PF00028	chr22	46931398	46931677	189	1.82240333218664e-05
Cadherin	PF00028	chr22	46931716	46931995	189	1.82240333218664e-05
Cadherin	PF00028	chr22	46932034	46932319	189	1.82240333218664e-05
GRAM	PF02893	chr22	47069660	47072503	8	1.82240333218664e-05
GRAM	PF02893	chr22	47069660	47073044	8	1.82240333218664e-05
GRAM	PF02893	chr22	47070607	47072503	8	1.82240333218664e-05
DAGK_cat	PF00781	chr22	47095320	47108175	8	1.82240333218664e-05
Bromodomain	PF00439	chr22	50191587	50192291	66	0.00823877791258101
Bromodomain	PF00439	chr22	50191587	50192291	66	0.00823877791258101
PHD	PF00628	chr22	50217172	50217319	9	2.27964843259768e-06
zf-BED	PF02892	chr22	50277662	50277809	6	0.200926939077681
zf-BED	PF02892	chr22	50278172	50278319	6	0.200926939077681
zf-BED	PF02892	chr22	50278685	50278829	6	0.200926939077681
zf-BED	PF02892	chr22	50278991	50279138	6	0.200926939077681
Glyco_transf_22	PF03901	chr22	50298083	50307370	12	0.000393708410902564
EGF_CA	PF07645	chr22	50316881	50316965	110	0.000393708410902564
EGF_CA	PF07645	chr22	50316881	50317016	110	0.000393708410902564
EGF_CA	PF07645	chr22	50319064	50319187	110	0.000393708410902564
Pkinase_Tyr	PF07714	chr22	50354805	50354978	1522	3.41277051625166
Pkinase	PF00069	chr22	50354805	50356674	283	2.27964843259768e-06
APH	PF01636	chr22	50355252	50355417	13	0.0172418496560161
Pkinase	PF00069	chr22	50356432	50356674	283	2.27964843259768e-06
TraB	PF01963	chr22	50632876	50636581	4	0.200926939077681
TraB	PF01963	chr22	50635721	50636581	4	0.200926939077681
Spc97_Spc98	PF04130	chr22	50656693	50659225	35	0.00127894245878223
Spc97_Spc98	PF04130	chr22	50656937	50659306	35	0.00127894245878223
Spc97_Spc98	PF04130	chr22	50659252	50659411	35	0.00127894245878223
Spc97_Spc98	PF04130	chr22	50659333	50659567	35	0.00127894245878223
Spc97_Spc98	PF04130	chr22	50659414	50671806	35	0.00127894245878223
Spc97_Spc98	PF04130	chr22	50659414	50671806	35	0.00127894245878223
Hist_deacetyl	PF00850	chr22	50686837	50689317	30	9.75580331032108e-05
Hist_deacetyl	PF00850	chr22	50686837	50687179	30	9.75580331032108e-05
Hist_deacetyl	PF00850	chr22	50687536	50689317	30	9.75580331032108e-05
Pkinase	PF00069	chr22	50693715	50699859	283	2.27964843259768e-06
Pkinase	PF00069	chr22	50693715	50699859	283	2.27964843259768e-06
Pkinase	PF00069	chr22	50693715	50699609	283	2.27964843259768e-06
Pkinase	PF00069	chr22	50693715	50694588	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr22	50694256	50695521	1522	3.41277051625166
Pkinase_Tyr	PF07714	chr22	50694256	50695050	1522	3.41277051625166
Pkinase	PF00069	chr22	50696687	50699859	283	2.27964843259768e-06
Pkinase	PF00069	chr22	50703839	50708651	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr22	50704998	50705810	1522	3.41277051625166
Pkinase	PF00069	chr22	50705338	50705891	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr22	50705904	50708651	1522	3.41277051625166
Pkinase	PF00069	chr22	50705904	50708651	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr22	50706040	50708651	1522	3.41277051625166
Plexin_cytopl	PF08337	chr22	50714233	50719357	31	0.000393708410902564
TIG	PF01833	chr22	50720350	50721179	45	0.00823877791258101
TIG	PF01833	chr22	50721188	50721611	45	0.00823877791258101
